date,cases,deaths,pos_log,death_log,pos_diff,death_diff,pos_diff_diff,pos_log_diff,box_cox,death_diff_diff
2020-08-25,5793437,178410,15.572236283104498,12.091839551368748,39183,1213,-1221,0.006786317780424156,7070.848258221961,709
2020-08-26,5838756,179603,15.58002831841514,12.09850413849692,45319,1193,6136,0.007792035310641765,7100.019794452149,-20
2020-08-27,5884366,180729,15.587809561352241,12.10475395069868,45610,1126,291,0.0077812429371011405,7129.270994567649,-67
2020-08-28,5930930,181739,15.595691588357015,12.110326870868182,46564,1010,954,0.007882027004773917,7159.023893703793,-116
2020-08-29,5975540,182610,15.60318502826717,12.11510801015608,44610,871,-1954,0.00749343991015472,7187.42506212116,-139
2020-08-30,6008970,182984,15.60876391079237,12.117153996307195,33430,374,-11180,0.005578882525199447,7208.642919400987,-497
2020-08-31,6045455,183472,15.61481730801568,12.119817346278086,36485,488,3055,0.0060533972233098865,7231.736314421284,114
2020-09-01,6089504,184563,15.622077191377466,12.12574614759199,44049,1091,7564,0.007259883361786734,7259.529954559715,603
2020-09-02,6121948,185639,15.627390904495197,12.131559206570511,32444,1076,-11605,0.005313713117731211,7279.940566052782,-15
2020-09-03,6168342,186717,15.634940640158966,12.137349380553264,46394,1078,13950,0.007549735663769042,7309.038710852553,2
2020-09-04,6220446,187697,15.643352166324805,12.142584239495353,52104,980,5710,0.008411526165838623,7341.5953266532615,-98
2020-09-05,6262700,188409,15.650121959993054,12.146370410684053,42254,712,-9850,0.006769793668249591,7367.902920477616,-268
2020-09-06,6292699,188820,15.654900630441887,12.148549459286508,29999,411,-12255,0.0047786704488324006,7386.52968064767,-301
2020-09-07,6317865,189083,15.65889189259451,12.149941351081283,25166,263,-4833,0.003991262152624131,7402.123281453118,-148
2020-09-08,6346806,189541,15.663462252199915,12.15236063894147,28941,458,3775,0.004570359605404306,7420.019802408726,195
2020-09-09,6380138,190716,15.668700285181089,12.15854068948482,33332,1175,4391,0.005238032981173646,7440.583990624312,717
2020-09-10,6418198,191631,15.67464795090838,12.163326926838531,38060,915,4728,0.005947665727290996,7464.003240740818,-260
2020-09-11,6465766,192858,15.6820320473148,12.169709445793867,47568,1227,9508,0.0073840964064206815,7493.181078293516,312
2020-09-12,6504870,193559,15.688061685101838,12.173337654537224,39104,701,-8464,0.006029637787037245,7517.091404053223,-526
2020-09-13,6538213,193958,15.693174444505882,12.175396919761713,33343,399,-5761,0.005112759404044098,7537.42563060883,-302
2020-09-14,6575100,194408,15.69880034503792,12.17771432242512,36887,450,3544,0.005625900532038486,7559.86425106889,51
2020-09-15,6614317,195689,15.704747100011561,12.184281943322041,39217,1281,2330,0.005946754973640722,7583.655191158778,831
2020-09-16,6653585,196686,15.710666365115413,12.18936382746691,39268,997,51,0.0059192651038522115,7607.410486560486,-284
2020-09-17,6698895,197535,15.717453145386376,12.193671062812431,45310,849,6042,0.006786780270962467,7634.738869244068,-148
2020-09-18,6747782,198484,15.724724416257745,12.198463771326658,48887,949,3577,0.00727127087136914,7664.127071683239,100
2020-09-19,6789593,199154,15.730901556648503,12.201833673770874,41811,670,-7076,0.006177140390757785,7689.181972716011,-279
2020-09-20,6825949,199367,15.73624193698812,12.202902626324352,36356,213,-5455,0.005340380339617923,7710.908908066845,-457
2020-09-21,6880899,199797,15.744259869977778,12.205057130068848,54950,430,18594,0.008017932989657695,7743.644571475455,217
